product_id,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm
,,47,444,1,150,16,10,16
,,37,758,6,6300,50,25,30
,,60,494,3,350,45,5,35
,,50,3014,6,350,16,16,16
,,43,3023,6,100,16,16,16
,,60,1038,1,200,21,7,13
,,46,888,3,8500,62,62,41
,,47,130,4,425,17,4,13
,,57,542,2,11700,40,20,30
,,60,715,1,1100,28,5,20
,,55,251,1,50,17,7,13
,,58,314,1,500,40,15,40
,,41,801,1,240,19,12,14
,,31,449,1,13450,56,40,36
,,,,,1000,30,30,30
,,39,270,1,325,21,12,15
,,60,2697,5,7250,66,14,48
,,55,2028,2,600,68,8,13
,,47,397,4,5908,35,46,35
,,43,520,1,850,38,11,13
,,37,428,4,800,16,9,11
,,53,586,1,2100,35,9,25
,,53,282,1,975,20,17,32
,,36,862,1,460,24,14,18
,,58,285,2,2000,28,60,28
,,48,382,5,300,16,9,11
,,49,326,1,250,20,20,20
,,47,2628,1,2100,20,20,20
,,36,205,1,500,25,25,25
,,42,711,1,1250,18,19,16
,,45,946,1,1233,27,20,20
,,60,3053,4,750,16,8,16
,,57,845,1,313,20,14,12
,,34,839,1,117,16,11,12
,,57,793,1,3200,30,30,20
,,41,93,1,50,18,18,18
,,54,340,1,250,16,16,15
,,58,737,3,350,16,2,20
,,60,249,2,900,38,24,14
,,40,430,1,150,20,15,15
,,45,103,2,300,24,7,14
,,49,215,2,1600,35,15,23
,,54,335,2,600,24,10,16
,,35,503,1,430,21,11,17
,,48,978,1,400,33,21,27
,,49,373,1,433,24,12,15
,,60,2010,2,1450,69,11,11
,,8,304,1,245,18,12,13
,,55,235,1,600,30,15,20
,,55,1627,1,600,20,13,13
,,40,302,1,268,32,15,30
,,55,1344,1,350,16,21,11
,,55,388,1,1450,58,12,43
,,57,2010,2,1450,69,11,11
,,45,463,2,550,20,20,30
,,60,528,2,3850,47,15,45
,,59,1295,1,200,20,11,11
,,39,707,2,2700,37,23,39
,,58,272,1,250,24,3,12
,,46,494,1,8900,48,30,35
,,45,786,2,1100,45,45,11
,,52,303,1,100,16,35,11
,,58,419,1,2250,40,6,30
,,54,210,1,450,16,10,16
,,43,1227,7,200,35,3,20
,,63,458,2,700,80,10,60
,,52,247,1,100,16,6,20
,,25,616,2,450,20,12,20
,,36,439,1,881,38,19,28
,,46,704,2,1000,38,6,32
,,42,850,1,510,20,13,15
,,47,317,2,100,16,7,11
,,49,385,1,350,16,2,11
,,19,313,1,150,27,2,19
,,62,360,2,150,16,4,11
,,63,626,2,2400,38,7,28
,,52,1356,1,450,22,16,16
,,53,1785,2,450,25,28,28
,,40,806,1,450,19,22,19
,,57,425,8,900,35,10,22
,,50,164,2,1900,25,10,25
,,44,731,1,500,20,20,30
,,36,337,1,400,23,3,23
,,57,900,3,13900,45,15,24
,,49,148,1,550,40,4,30
,,44,209,1,133,35,11,32
,,47,908,1,600,22,22,22
,,53,537,1,850,25,5,20
,,52,73,1,200,16,2,11
,,35,222,5,500,29,12,23
,,56,520,6,100,24,2,17
,,,,,600,45,7,30
,,36,456,1,3188,35,22,32
,,33,739,3,500,20,20,20
,,26,330,1,8850,61,15,58
,,57,1142,1,6700,57,10,17
,,55,745,3,7900,44,21,38
,,39,688,1,990,29,19,25
,,57,1660,3,550,16,21,18
,,55,601,2,6700,50,20,40
,,56,546,2,100,16,16,16
,,51,449,2,500,90,11,11
,,52,673,3,200,21,8,15
,,57,241,1,2200,40,8,35
,,47,333,1,125,19,4,11
,,41,218,1,775,19,26,17
,,59,394,3,273,23,14,16
,,35,2507,1,250,16,20,11
,,45,238,2,2450,64,6,55
,,41,491,4,433,22,24,19
,,54,1206,3,1200,42,25,15
,,58,2879,1,200,18,9,14
,,59,946,5,900,40,17,18
,,59,270,4,200,26,3,11
,,47,729,1,250,18,4,12
,,32,463,1,300,20,10,11
,,25,675,1,300,28,25,25
,,54,259,1,5850,60,20,29
,,58,364,2,500,26,16,14
,,50,111,1,2200,40,15,30
,,58,216,1,100,16,8,11
,,53,568,3,450,16,16,16
,,58,1235,2,350,21,11,13
,,38,206,1,300,16,4,21
,,23,608,1,119,18,12,14
,,39,806,1,8650,48,24,45
,,59,837,3,150,16,3,11
,,49,876,1,543,30,12,16
,,56,233,1,5000,67,20,23
,,47,1437,1,200,16,2,20
,,58,434,3,217,18,4,13
,,50,1075,3,1100,42,25,15
,,33,1575,2,900,20,20,20
,,59,722,2,150,16,5,11
,,58,588,3,600,47,8,13
,,33,625,1,150,20,3,18
,,44,501,2,11700,35,20,35
,,56,1608,1,350,16,11,16
,,58,1838,1,125,18,5,12
,,27,598,1,6325,37,41,37
,,,,,1300,30,15,22
,,41,750,2,900,30,6,32
,,60,597,1,6600,30,30,30
,,36,672,2,600,19,14,15
,,47,1140,3,100,16,7,11
,,55,2039,6,215,21,7,15
,,54,354,1,1250,30,30,30
,,43,116,2,350,26,9,19
,,38,398,1,300,21,9,15
,,55,967,2,3000,30,13,25
,,37,360,2,300,27,5,16
,,55,934,5,400,29,36,15
,,45,1685,4,1300,27,12,19
,,59,2009,2,25950,39,95,42
,,57,808,2,350,16,2,11
,,33,687,1,100,19,4,11
,,30,500,1,397,16,19,14
,,60,1126,1,183,17,8,16
,,42,333,1,850,43,8,19
,,43,100,1,200,23,3,16
,,51,1788,1,800,24,17,17
,,60,1256,7,3300,32,29,51
,,35,455,1,13250,90,80,11
,,46,2015,1,250,18,18,16
,,34,582,1,166,18,6,16
,,50,898,5,550,17,26,17
,,35,650,1,400,95,6,47
,,49,537,1,183,16,10,14
,,39,449,1,1000,28,21,33
,,58,989,1,2200,42,25,15
,,46,370,1,900,16,10,16
,,60,692,3,1167,33,6,20
,,54,285,1,200,26,3,21
,,54,289,1,4600,43,15,39
,,31,229,2,250,16,5,20
,,58,1666,6,100,17,5,18
,,59,276,1,2250,45,15,35
,,41,276,1,2900,16,12,37
,,47,203,1,1250,16,6,12
,,38,247,1,1000,18,9,16
,,59,628,1,250,19,6,16
,,45,890,1,1500,25,40,25
,,,,,900,29,11,23
,,56,764,1,350,22,13,15
,,58,838,1,850,16,30,11
,,57,217,3,6850,50,20,40
,,56,2274,1,2600,22,22,22
,,59,265,4,1000,16,5,16
,,57,199,2,1500,35,15,27
,,59,729,2,700,30,30,30
,,33,367,3,75,19,3,11
,,55,1963,5,1200,69,11,11
,,52,1150,2,650,33,13,13
,,58,1665,1,175,19,14,16
,,,,,17300,65,35,35
,,50,536,1,850,22,7,17
,,54,1069,2,1600,50,20,40
,,49,246,2,200,20,8,16
,,38,538,1,6250,59,9,37
,,53,1461,3,12500,35,30,30
,,41,2433,1,8200,58,20,58
,,45,286,1,150,16,5,16
,,42,158,1,700,26,17,21
,,57,624,2,270,18,13,16
,,54,290,1,1700,34,9,33
,,34,240,12,200,29,7,16
,,59,731,3,5450,45,25,28
,,24,471,2,512,27,21,24
,,59,335,2,1400,45,15,20
,,58,778,4,1200,22,13,16
,,50,1882,1,500,16,7,13
,,59,1460,1,1200,30,30,16
,,41,472,3,1300,22,22,22
,,55,638,1,900,16,10,16
,,63,474,7,150,19,5,11
,,27,361,1,750,31,18,39
,,35,436,1,700,20,20,20
,,58,533,1,1100,27,24,27
,,56,491,1,200,22,15,22
,,60,1104,1,1630,18,15,14
,,48,523,1,275,18,6,13
,,28,631,3,300,40,5,30
,,35,581,1,6200,40,11,15
,,60,634,2,1250,30,21,21
,,39,365,13,50,16,3,11
,,36,563,1,650,18,10,16
,,56,513,1,350,16,35,25
,,57,686,1,400,19,6,30
,,27,325,1,500,23,23,23
,,45,1333,4,700,16,40,40
,,21,181,1,917,21,15,11
,,51,779,1,1250,26,31,26
,,47,811,2,1200,36,15,22
,,42,1478,1,300,16,2,11
,,36,272,1,750,16,19,14
,,48,1605,3,880,26,28,26
,,50,49,1,200,16,16,11
,,55,1920,3,1800,28,8,15
,,13,910,1,150,16,16,11
,,47,1364,3,800,30,25,30
,,51,188,1,1800,50,7,35
,,46,296,1,15225,57,18,52
,,62,179,2,350,35,35,25
,,51,2261,2,1600,53,8,11
,,60,407,3,400,16,3,21
,,40,529,5,275,20,10,20
,,43,787,8,2500,16,19,16
,,51,502,2,17000,42,90,22
,,49,403,2,800,42,36,25
,,41,774,2,300,59,8,36
,,51,758,1,26400,78,78,27
,,,,,1300,25,32,23
,,59,661,3,875,60,8,33
,,53,222,1,5950,40,20,40
,,51,247,2,200,25,10,20
,,58,776,6,350,17,4,12
,,57,1299,1,600,16,25,13
,,47,726,2,200,16,11,11
,,60,590,9,6600,46,31,37
,,56,901,1,5600,37,25,36
,,55,246,1,1050,38,10,38
,,59,2456,1,2750,25,16,18
,,47,406,3,1875,35,23,28
,,59,1041,1,1050,30,5,20
,,30,2506,4,400,28,5,18
,,56,1144,1,600,30,20,20
,,47,858,3,300,16,7,11
,,23,616,1,888,38,23,29
,,53,381,1,600,16,10,16
,,45,2029,2,350,18,13,13
,,,,,13400,40,30,30
,,20,551,1,300,20,3,16
,,42,802,3,1000,23,23,23
,,56,892,1,5950,20,11,20
,,56,626,1,6525,65,11,65
,,31,1393,1,150,16,5,17
,,55,382,1,2600,47,21,41
,,33,1622,1,125,18,15,17
,,51,353,1,350,20,25,25
,,33,1047,5,4755,43,40,31
,,33,955,2,300,19,7,12
,,52,1431,1,200,16,2,11
,,49,375,6,300,29,7,16
,,37,939,1,2575,18,30,18
,,46,1607,2,150,16,2,11
,,59,1814,3,250,16,22,11
,,51,1923,2,1650,60,7,14
,,44,2911,5,100,16,16,16
,,39,1088,1,185,19,19,17
,,58,777,6,300,17,4,12
,,47,238,1,200,38,18,27
,,57,353,7,5850,60,20,29
,,39,979,8,3900,90,20,25
,,59,704,1,1650,40,15,32
,,50,1112,5,950,35,11,11
,,38,229,1,100,17,3,12
,,40,443,4,150,16,5,11
,,57,217,3,10050,50,30,40
,,52,1519,2,300,16,2,11
,,53,475,3,895,10,15,14
,,57,400,2,262,28,15,20
,,41,406,1,5500,18,12,58
,,46,632,1,650,25,12,19
,,52,186,2,225,42,11,14
,,17,563,1,400,20,8,16
,,51,475,3,8900,43,13,39
,,52,395,1,700,18,20,18
,,60,188,1,1300,46,2,36
,,53,1209,4,1600,30,30,30
,,44,305,3,1507,28,11,21
,,57,660,1,250,16,10,11
,,48,1221,1,200,17,6,13
,,22,721,1,679,20,17,16
,,54,1200,1,9000,53,51,18
,,43,960,3,1050,30,30,25
,,55,594,1,300,22,12,18
,,58,603,1,8200,40,35,35
,,34,249,2,250,29,37,21
,,58,568,1,600,18,25,18
,,48,653,1,300,18,18,18
,,43,544,3,450,22,15,15
,,61,3416,2,1200,25,18,18
,,41,516,5,575,32,42,12
,,48,950,1,450,20,9,14
,,37,796,2,1068,26,16,27
,,59,208,3,400,30,10,16
,,59,1714,1,3000,36,31,31
,,,,,500,25,6,16
,,60,286,1,1200,45,15,35
,,41,231,2,4200,60,15,15
,,45,859,1,300,16,12,12
,,40,602,1,293,18,11,16
,,38,199,1,150,20,13,20
,,57,445,4,19950,43,43,43
,,60,676,3,1950,35,6,30
,,59,967,4,500,27,7,22
,,40,651,3,500,23,15,19
,,33,290,2,800,23,3,16
,,44,937,1,700,25,12,19
,,54,533,4,2850,30,32,28
,,59,343,1,150,21,7,14
,,40,428,2,155,18,14,21
,,46,655,2,2200,36,46,36
,,56,308,1,150,22,11,16
,,34,1182,2,441,24,20,17
,,53,900,3,6000,28,22,16
,,54,140,2,1000,32,12,26
,,51,447,1,300,20,15,18
,,49,346,1,357,23,23,30
,,59,1307,3,200,19,8,13
,,57,1666,1,3675,28,33,25
,,55,292,1,450,23,8,15
,,60,234,1,1800,34,7,32
,,57,1138,2,250,31,9,11
,,48,1149,6,800,36,6,26
,,59,734,3,100,17,4,12
,,45,582,2,7900,40,40,30
,,60,374,1,3900,30,20,25
,,48,400,4,750,30,15,30
,,38,325,8,1000,20,20,20
,,58,875,1,1600,65,6,48
,,52,429,5,150,20,20,20
,,40,180,3,750,26,14,26
,,56,236,1,90,15,11,12
,,58,526,1,8800,56,28,40
,,54,944,1,50,16,5,11
,,61,922,7,450,25,5,20
,,33,2157,2,415,29,18,22
,,51,1125,2,175,20,20,20
,,60,1220,3,1700,52,8,10
,,45,400,3,100,19,3,11
,,57,419,1,1900,22,12,22
,,60,2240,3,700,69,11,11
,,55,455,5,500,21,7,15
,,54,406,1,750,55,20,25
,,50,218,2,2650,40,25,25
,,42,499,1,199,19,18,15
,,53,2133,1,1050,17,17,15
,,34,712,1,1150,27,6,18
,,54,719,1,800,41,3,32
,,43,1462,1,900,25,7,12
,,57,1024,1,400,25,15,23
,,63,890,1,700,24,24,16
,,48,729,1,16650,30,18,24
,,49,991,5,300,20,6,13
,,58,818,3,4017,38,35,42
,,41,100,1,1275,39,21,27
,,54,400,3,22150,76,46,38
,,60,1195,1,500,23,5,21
,,49,3075,1,2250,16,19,24
,,55,344,3,2000,36,37,16
,,27,204,1,950,41,16,37
,,60,2260,4,3000,69,11,11
,,26,556,1,500,25,15,25
,,22,716,2,200,36,2,28
,,26,438,2,200,16,6,20
,,51,331,2,150,16,4,11
,,54,324,1,300,18,2,12
,,56,297,2,800,100,5,20
,,58,876,4,450,19,13,17
,,38,541,2,60,23,15,19
,,41,164,2,400,16,25,25
,,56,344,3,300,25,12,20
,,25,365,3,150,16,14,11
,,58,833,3,13150,16,50,50
,,45,940,1,400,24,9,14
,,57,598,1,150,19,4,11
,,54,172,1,1000,35,15,25
,,52,192,5,150,16,2,20
,,40,363,1,150,25,7,16
,,58,1533,1,12100,60,25,25
,,56,729,1,550,22,16,16
,,60,430,1,11867,26,29,34
,,57,245,2,2100,60,15,15
,,56,510,1,400,16,10,16
,,53,624,1,1300,30,30,30
,,39,613,1,400,23,2,16
,,30,380,1,250,20,6,14
,,45,2292,4,14425,29,29,42
,,52,1028,2,1325,48,21,29
,,51,201,1,1000,18,48,33
,,60,1149,5,2525,68,9,36
,,57,681,1,325,19,15,17
,,34,2034,1,375,16,14,14
,,9,76,2,200,16,3,15
,,55,226,1,1500,45,15,35
,,58,2426,4,217,17,5,11
,,60,213,2,5350,40,20,40
,,50,2462,1,2300,21,21,21
,,52,736,1,600,19,7,13
,,42,256,2,456,23,15,18
,,55,186,1,700,16,20,20
,,58,1650,6,200,16,5,12
,,55,463,2,258,18,10,17
,,58,892,1,1250,50,15,30
,,44,505,3,1400,30,16,30
,,55,246,1,1500,38,10,38
,,57,304,3,200,25,25,25
,,56,1291,3,400,16,11,12
,,36,170,3,1050,30,30,30
,,51,1170,1,800,35,3,12
,,57,787,8,1867,36,6,36
,,39,750,1,300,24,12,17
,,60,1753,1,885,20,12,12
,,55,708,1,200,16,2,11
,,51,1621,2,200,20,7,14
,,60,1482,1,900,63,5,15
,,52,409,1,200,27,5,20
,,58,1411,3,1050,40,18,16
,,52,687,1,9900,21,26,21
,,28,88,2,3200,44,15,30
,,56,279,1,950,40,10,30
,,43,718,1,350,16,8,11
,,49,623,4,800,42,20,38
,,60,298,2,700,66,12,12
,,31,57,1,8425,70,20,68
,,60,171,2,1100,45,10,15
,,60,912,4,2000,20,62,35
,,56,1956,5,400,21,6,14
,,51,791,1,950,25,14,23
,,48,187,3,650,20,20,20
,,46,400,1,10067,73,30,27
,,50,701,1,1000,50,12,12
,,47,564,1,5025,55,15,40
,,60,1622,1,767,17,10,16
,,47,238,1,775,29,15,20
,,32,609,1,200,17,6,12
,,53,784,2,343,32,10,20
,,47,256,1,950,30,11,25
,,53,710,1,450,20,9,14
,,36,543,5,9500,16,60,40
,,39,326,1,750,30,8,30
,,59,818,6,350,17,4,12
,,39,688,2,950,33,25,25
,,54,253,4,6300,35,20,35
,,59,150,7,200,16,2,20
,,28,363,1,200,27,9,18
,,42,538,1,5900,16,4,11
,,58,655,2,50,20,10,16
,,43,186,2,400,35,4,25
,,57,578,2,200,19,4,11
,,,,,600,35,35,15
,,57,321,3,617,17,14,15
,,50,220,1,5350,21,18,18
,,60,1026,1,885,18,14,17
,,30,606,2,9700,27,15,92
,,58,1480,2,4450,29,48,22
,,59,617,1,150,16,4,13
,,49,1927,1,300,24,18,18
,,36,1169,5,2500,44,10,32
,,57,988,3,760,44,8,15
,,44,1178,5,350,20,15,15
,,43,163,1,900,25,10,11
,,38,1104,1,4000,36,7,27
,,32,823,2,2301,32,35,34
,,59,616,1,4275,38,10,25
,,53,313,1,650,25,20,25
,,49,858,1,250,16,16,11
,,39,145,3,100,17,3,12
,,52,557,1,450,25,25,25
,,49,1479,2,1100,30,7,23
,,39,582,6,150,16,9,20
,,45,864,1,600,20,10,20
,,37,509,3,100,16,7,16
,,47,452,2,200,16,11,11
,,42,325,1,475,41,34,25
,,60,1632,10,1350,43,18,18
,,49,315,1,8450,55,25,45
,,56,631,1,200,22,22,16
,,30,543,2,150,20,10,16
,,49,591,1,1477,28,20,29
,,44,1350,1,8000,53,74,18
,,56,598,3,150,30,18,23
,,56,2824,5,6700,50,50,30
,,47,602,3,13550,28,69,42
,,52,1499,7,900,22,6,20
,,,,,200,16,2,11
,,59,427,4,800,82,3,22
,,59,2067,2,350,24,7,14
,,53,413,2,600,16,16,16
,,,,,200,16,2,11
,,15,240,1,500,16,19,15
,,37,737,2,500,26,5,18
,,27,654,1,517,19,11,15
,,50,961,1,1250,40,12,22
,,56,1458,2,2150,16,2,11
,,60,1360,3,500,16,11,12
,,52,1155,1,300,19,17,15
,,28,913,3,500,18,21,20
,,59,443,5,150,16,5,11
,,49,323,4,200,20,20,20
,,57,275,1,1300,45,15,35
,,43,1022,1,2450,40,38,16
,,48,219,3,800,16,5,20
,,59,1243,1,2250,20,20,20
,,23,301,1,1550,37,10,29
,,60,198,1,250,50,5,50
,,33,1698,2,180,19,12,14
,,47,375,1,50,16,3,12
,,41,3188,6,9650,34,34,50
,,50,650,1,200,20,20,20
,,48,886,3,750,40,15,22
,,44,1119,3,950,30,20,35
,,52,1988,3,3600,65,8,45
,,54,594,1,500,19,11,12
,,59,1778,10,2700,63,10,21
,,36,74,1,400,16,13,24
,,55,276,1,1800,45,15,35
,,60,616,2,200,30,4,15
,,42,84,1,1500,30,30,30
,,55,335,1,750,15,4,19
,,50,277,1,300,27,26,27
,,19,1114,1,7650,40,20,30
,,48,339,2,1400,42,5,42
,,55,1631,1,600,20,13,20
,,55,589,2,2600,50,30,32
,,63,668,2,550,30,5,20
,,55,1433,4,1600,28,6,22
,,47,1194,1,16650,63,61,24
,,59,371,3,9900,56,36,37
,,31,534,1,501,23,18,17
,,49,519,1,800,40,8,28
,,48,214,1,650,25,35,30
,,55,198,1,2700,35,20,30
,,53,1162,4,3950,53,10,26
,,53,1004,1,200,16,8,18
,,52,251,5,1098,26,20,20
,,33,791,1,250,18,8,14
,,39,364,1,567,26,12,26
,,55,600,3,4250,37,17,32
,,53,597,1,275,18,4,12
,,40,409,2,150,16,9,11
,,42,344,1,435,32,5,27
,,55,384,1,600,25,10,20
,,60,919,1,200,22,3,15
,,53,287,1,450,16,16,16
,,40,65,1,100,16,5,16
,,35,222,1,800,26,11,24
,,47,1471,1,700,30,15,20
,,56,255,2,100,17,7,11
,,42,578,1,225,16,8,18
,,53,700,1,150,32,2,24
,,53,1300,3,400,16,11,12
,,,,,400,16,16,16
,,29,176,1,300,27,5,26
,,50,486,1,250,19,3,16
,,36,1284,1,150,19,15,15
,,48,664,1,1500,30,10,34
,,52,2496,1,100,16,6,11
,,58,1204,4,650,25,28,16
,,36,515,3,125,16,3,20
,,16,347,1,2200,100,7,11
,,53,1749,3,950,65,3,45
,,46,339,1,850,33,15,15
,,35,969,2,933,20,18,20
,,52,1392,1,250,16,16,16
,,55,599,1,200,19,4,11
,,49,236,1,417,22,15,20
,,36,1426,1,150,16,2,11
,,54,809,3,200,20,3,11
,,45,897,1,12450,31,60,31
,,60,955,7,5250,60,12,40
,,57,1276,1,1200,16,30,16
,,23,451,1,100,30,30,30
,,60,402,5,2200,32,12,37
,,57,697,3,405,21,7,15
,,59,123,2,350,50,8,34
,,55,952,2,100,16,6,13
,,44,890,1,1300,25,40,25
,,48,949,1,1400,44,6,36
,,56,352,1,600,30,30,30
,,34,389,1,9400,75,25,30
,,49,458,3,500,32,32,47
,,60,1096,3,5750,37,37,25
,,49,378,5,200,16,9,11
,,25,527,3,545,17,13,17
,,35,60,1,200,16,16,11
,,54,814,5,150,18,8,14
,,42,689,1,425,18,8,12
,,40,606,1,400,20,13,13
,,52,133,1,1250,43,15,38
,,40,121,2,1888,105,15,49
,,27,386,2,5636,40,27,31
,,22,177,1,14800,40,30,40
,,46,243,1,3300,46,18,35
,,47,1163,1,1650,30,18,25
,,45,264,1,1644,16,19,16
,,45,3752,2,700,29,5,16
,,59,3902,1,700,16,16,15
,,57,744,1,4475,56,31,34
,,60,777,5,1400,26,25,25
,,23,151,3,250,16,15,15
,,45,1005,6,750,25,5,20
,,53,866,3,200,18,5,13
,,59,2735,4,1450,41,15,51
,,38,259,1,7500,50,18,28
,,53,1271,1,282,17,11,14
,,47,169,1,722,33,6,25
,,52,135,4,100,21,2,14
,,59,217,3,6700,50,20,40
,,41,173,1,4100,70,20,20
,,,,,900,17,5,28
,,54,339,1,4700,25,8,25
,,56,1185,4,3200,20,20,20
,,48,1059,5,483,23,14,18
,,37,1273,1,360,21,10,15
,,57,667,1,1700,80,12,12
,,22,2390,1,5500,25,40,25
,,58,1659,1,1350,53,16,16
,,55,593,2,2100,30,25,30
,,43,1784,4,800,38,24,38
,,39,952,1,310,13,17,20
,,55,1316,4,4200,89,53,12
,,57,2386,4,387,24,10,20
,,,,,1400,30,40,30
,,53,831,1,800,16,2,11
,,34,826,1,1084,26,18,27
,,55,591,1,350,17,15,15
,,58,806,1,11125,52,54,55
,,53,273,1,850,34,15,15
,,51,352,2,500,50,11,11
,,58,558,2,400,16,11,11
,,56,311,1,2900,45,15,35
,,54,1000,1,15250,80,23,44
,,54,1735,1,1300,25,15,30
,,52,595,3,400,19,9,15
,,44,352,2,400,50,11,11
,,46,605,1,6200,100,15,15
,,47,390,1,800,35,15,30
,,40,361,4,150,18,3,12
,,56,843,2,500,30,20,30
,,60,650,4,700,43,16,27
,,58,465,1,5000,50,27,27
,,47,1259,3,500,17,25,17
,,32,1033,1,150,16,2,11
,,33,693,1,856,22,20,21
,,47,607,6,1167,53,10,49
,,63,3900,1,700,16,16,15
,,36,285,1,2000,16,30,16
,,59,159,1,200,16,2,20
,,60,2084,2,1200,69,11,11
,,50,1263,4,300,19,12,12
,,55,123,2,500,90,8,35
,,45,632,1,1350,55,9,11
,,57,2897,1,1200,35,10,35
,,35,421,1,150,45,10,11
,,58,2347,3,600,40,20,30
,,60,783,9,2500,55,13,35
,,42,442,4,8450,78,19,49
,,41,756,4,267,17,12,14
,,46,798,2,1187,38,22,30
,,57,247,2,1300,60,15,15
,,48,158,1,1550,40,20,30
,,57,486,6,240,16,11,12
,,59,686,1,2075,30,20,70
,,57,1044,4,150,19,4,11
,,60,699,1,1550,20,20,20
,,52,665,1,750,30,3,24
,,56,666,1,1800,18,32,22
,,40,409,1,800,16,19,15
,,58,469,5,2000,45,12,45
,,55,1146,1,2050,65,25,25
,,57,419,1,1600,22,12,22
,,55,614,1,550,16,10,16
,,60,2154,5,2300,26,25,47
,,54,272,2,1800,71,2,23
,,57,212,1,500,16,10,16
,,62,222,9,2350,31,11,26
,,50,748,1,950,16,10,16
,,59,879,5,231,16,11,12
,,41,1391,1,1307,41,19,28
,,23,193,1,100,16,11,11
,,39,524,1,78,14,8,10
,,44,1118,5,300,45,15,23
,,42,503,1,1067,32,13,22
,,58,901,1,2550,35,20,20
,,41,717,1,200,36,9,20
,,44,1158,1,300,35,10,25
,,34,139,1,353,16,12,14
,,27,98,1,200,16,3,15
,,40,896,1,1500,45,3,37
,,63,143,3,1250,16,32,16
,,60,715,2,2750,25,15,25
,,59,963,1,800,24,6,24
,,58,460,1,1700,50,20,30
,,59,2554,1,350,17,10,17
,,45,973,2,400,16,22,16
,,59,695,6,8175,56,11,32
,,60,322,2,1450,25,12,35
,,48,126,5,9700,60,20,40
,,45,589,5,900,48,16,25
,,45,748,2,550,17,25,11
,,58,148,6,7500,54,20,40
,,63,60,1,200,30,20,30
,,54,429,5,638,16,18,18
,,53,816,2,350,27,5,20
,,60,305,1,2200,35,12,25
,,55,223,1,100,20,20,20
,,40,175,1,450,30,8,11
,,57,189,1,1350,46,2,36
,,18,1162,6,700,21,9,15
,,56,246,1,194,21,15,15
,,46,632,1,800,16,10,16
,,59,955,7,3450,90,12,20
,,63,749,7,3850,32,42,32
,,59,562,4,950,22,21,16
,,50,872,1,650,16,29,22
,,47,225,4,600,16,3,19
,,31,640,1,128,17,9,13
,,57,279,1,1387,37,20,40
,,60,225,2,100,18,4,11
,,38,2887,1,588,19,14,17
,,55,536,1,700,20,20,20
,,54,1722,2,550,52,11,11
,,33,308,1,200,19,5,13
,,41,492,1,200,18,9,16
,,63,180,4,200,16,5,20
,,31,392,1,150,19,4,11
,,27,305,1,2800,49,10,38
,,58,663,1,800,29,4,36
,,36,262,1,3025,21,10,21
,,56,281,2,1200,41,13,13
,,40,402,1,1650,30,30,15
,,52,1031,5,430,20,8,16
,,60,1738,1,300,16,15,15
,,39,90,1,400,16,10,11
,,29,764,1,1320,15,14,17
,,28,493,3,11100,47,46,33
,,51,834,3,4700,16,40,40
,,34,852,3,756,34,17,18
,,55,812,5,1300,35,19,29
,,48,729,1,3400,20,30,30
,,51,637,1,3200,40,35,40
,,51,1193,1,1211,25,24,22
,,58,648,3,450,20,15,20
,,38,444,1,11450,41,26,41
,,54,384,1,600,16,10,16
,,31,1021,1,400,16,23,11
,,29,404,2,400,16,10,11
,,59,1339,4,7150,17,8,32
,,52,1554,1,1100,25,25,25
,,42,224,2,325,23,7,15
,,24,249,2,5850,25,25,25
,,46,2345,2,235,18,10,12
,,56,1244,7,2550,17,27,17
,,56,484,1,200,20,3,11
,,59,938,4,1200,80,14,14
,,56,954,3,950,31,4,23
,,47,353,2,600,70,5,11
,,46,259,4,4100,35,14,35
,,54,297,3,2100,24,2,17
,,57,1040,7,550,18,13,14
,,54,377,4,500,35,5,30
,,59,992,1,4000,41,17,32
,,54,1024,1,6700,36,31,36
,,54,395,1,310,20,10,19
,,54,1250,4,500,23,16,11
,,43,4,1,1045,39,16,38
,,52,556,1,1670,33,27,19
,,,,,200,16,2,20
,,24,132,5,50,17,6,13
,,42,602,4,300,37,2,28
,,32,1074,2,200,39,2,30
,,54,407,3,250,19,3,14
,,42,645,1,400,16,16,12
,,49,1948,1,640,31,16,15
,,56,146,3,200,16,6,14
,,36,496,1,100,27,5,20
,,27,171,4,250,26,12,22
,,57,382,1,2500,47,21,41
,,54,1275,3,8150,26,55,26
,,57,413,7,550,22,7,15
,,59,254,1,700,40,45,25
,,41,486,1,800,20,20,20
,,,,,100,16,2,11
,,48,238,1,1500,28,13,14
,,52,1416,1,300,16,16,16
,,56,838,2,600,35,5,35
,,55,1086,2,19400,48,45,56
,,40,904,2,700,17,5,28
,,38,2378,1,1743,29,26,24
,,55,613,2,100,16,6,15
,,24,435,3,350,25,15,15
,,40,686,1,375,18,12,13
,,18,180,4,150,21,4,16
,,59,2010,2,1450,69,11,11
,,48,101,5,200,18,4,12
,,,,,100,29,5,20
,,33,650,1,1450,42,25,15
,,42,1586,1,600,22,14,19
,,54,586,1,150,19,4,11
,,14,1346,1,329,20,16,18
,,60,391,3,350,45,4,35
,,41,423,4,1700,28,14,22
,,59,606,1,700,105,6,11
,,57,537,2,225,20,10,15
,,55,205,2,425,28,13,18
,,63,937,2,600,16,4,11
,,51,582,1,11600,65,19,47
,,47,630,1,1850,27,12,20
,,60,198,3,200,22,11,16
,,31,555,1,5575,16,18,16
